date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:02:08	227/227	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jul%202024%2006:02:15%20GMT	https://facket-openting.com/d/563fb380-c91e-4759-9083-a1d6fd01ff47.js?noscript=true&lpurl=	C:/Users/User/Music/789BANCA/WHEEL/facket-openting.com/d/563fb380-c91e-4759-9083-a1d6fd01ff47d349.js	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:09	1308805/1308805	---M--	200	added ('OK')	image/png	etag:%228c61b72184ec50da216f48d15eb188ae%22	https://agreearrow.com/7604-whale-facts7604a/images/bg.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/bg.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:09	210012/210012	---M--	200	added ('OK')	image/png	etag:%2245334f2cb708e9724dea65d8ce6b0639%22	https://agreearrow.com/7604-whale-facts7604a/images/glare.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/glare.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:10	727663/727663	---M--	200	added ('OK')	image/png	etag:%22357705740cc5ce895cc251c53e98822f%22	https://agreearrow.com/7604-whale-facts7604a/images/header.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/header.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:10	51272/51272	---M--	200	added ('OK')	image/png	etag:%22d8398ac6c16d0923282588ca3926d62a%22	https://agreearrow.com/7604-whale-facts7604a/images/claim-now-btn.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/claim-now-btn.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:10	14570/14570	---M--	200	added ('OK')	image/png	etag:%226f38f7a013440d7e08265459c013b3e7%22	https://agreearrow.com/7604-whale-facts7604a/images/gold-coin-right.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/gold-coin-right.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:11	21922/21922	---M--	200	added ('OK')	image/png	etag:%22642648004f32712870c3a023b2bcab36%22	https://agreearrow.com/7604-whale-facts7604a/images/gold-coin-left.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/gold-coin-left.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:15	592227/592227	---M--	200	added ('OK')	image/png	etag:%2256fab6b47135cbe0bed29a4724d316dc%22	https://agreearrow.com/7604-whale-facts7604a/images/wheel-on-2.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/wheel-on-2.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:15	88098/88098	---M--	200	added ('OK')	image/png	etag:%2281b442d21f0dbb2ea5522385b9a7f887%22	https://agreearrow.com/7604-whale-facts7604a/images/wheel.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/wheel.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:15	20561/20561	---M--	200	added ('OK')	image/png	etag:%226734b32e294bfa59f9e8d0271ce71eda%22	https://agreearrow.com/7604-whale-facts7604a/images/coin-blur.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/coin-blur.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:16	14833/14833	---M--	200	added ('OK')	image/png	etag:%22b433541a9d09da92fca439c2bfebd973%22	https://agreearrow.com/7604-whale-facts7604a/images/coin-wheel.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/coin-wheel.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:16	16530/16530	---M--	200	added ('OK')	image/png	etag:%22cef547b7c8505a08f5e4f4d6f71fee22%22	https://agreearrow.com/7604-whale-facts7604a/images/top-right-coin.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/top-right-coin.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:18	41174/41174	---M--	200	added ('OK')	image/png	etag:%226e2c97df02e59c828ba2dda7b7b3662b%22	https://agreearrow.com/7604-whale-facts7604a/images/claim-now.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/claim-now.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
14:02:18	556619/556619	---M--	200	added ('OK')	image/png	etag:%2289153314d9fb3f9f056042bfd4c0eaec%22	https://agreearrow.com/7604-whale-facts7604a/images/try-again.png	C:/Users/User/Music/789BANCA/WHEEL/agreearrow.com/7604-whale-facts7604a/images/try-again.png	(from https://agreearrow.com/7604-whale-facts7604a/?ad_id=120209054377870132&adset_id=120209053800810132&campaign_id=120209053800750132&ad_name=GIF%20A&adset_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&campaign_name=MBAFFMYE970_MB8_MY_ABO_ABI_563fb380-c91e-4759-9083-a1d6fd01ff47&source=fb&placement=Facebook_Desktop_Feed&pid=2496673454056081&cpid=563fb380-c91e-4759-9083-a1d6fd01ff47&lpid=ec941802-790e-4376-9cc3-e4db3ed9e779&fbclid=IwZXh0bgNhZW0CMTAAAR27LU_MIM7WOOEJL5NDh5MGHaJlaVgoklnGkDsij5Z_JGZ8Rou70bx10jw_aem_AQYppcUdOLn4ecm7HybV95_lIEWWF5ZqMB9lACM23JtzqJFkYyeBll8xKprPhfV4J9gWvSkvg2iTUGEzSXpbltAK)
